Member_Account_No,Date,NĂM,THÁNG,Net Units Sold,Net Sales,Category Group,Brand,Store_No,Channel
PDM0017079,4/27/2024,2024,4,1,360648,Underwear,ELLE,PDM002,Offline
PDM0017079,4/27/2024,2024,4,1,378241,Underwear,Guy Laroche,PDM002,Offline
PDM0000766,4/27/2024,2024,4,1,1000000,Bra,ELLE,PDM002,Offline
PDM0008029,4/27/2024,2024,4,1,1000000,Bra,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,1075000,Bra,Guy Laroche,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,341667,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,832500,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,162038,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,366297,Underwear,Guy Laroche,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,332222,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,332222,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,349259,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,349259,Underwear,ELLE,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,383333,Underwear,Guy Laroche,PDM003,Offline
PDM0017077,4/27/2024,2024,4,1,954074,Bra,ELLE,PDM003,Offline
PDM0008592,4/27/2024,2024,4,1,777777,Bra,ELLE,PDM003,Offline
PDM0008592,4/27/2024,2024,4,1,265741,Underwear,ELLE,PDM003,Offline
PDM0008592,4/27/2024,2024,4,1,1743519,Sleepwear,Guy Laroche,PDM003,Offline
PDM0008592,4/27/2024,2024,4,1,972222,Sleepwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-1000000,Bra,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-1075000,Bra,Guy Laroche,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-341667,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,-1,-832500,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,1075000,Bra,Guy Laroche,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,341667,Underwear,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,1000000,Bra,ELLE,PDM003,Offline
PDM0008029,4/27/2024,2024,4,1,832500,Underwear,ELLE,PDM003,Offline
PDM0001842,4/27/2024,2024,4,1,1064815,Bra,Guy Laroche,PDM003,Offline
PDM0001842,4/27/2024,2024,4,1,1064815,Bra,Guy Laroche,PDM003,Offline
PDM0001842,4/27/2024,2024,4,1,1039259,Bra,ELLE,PDM003,Offline
PDM0017078,4/27/2024,2024,4,1,332222,Underwear,ELLE,PDM004,Offline
PDM0017078,4/27/2024,2024,4,1,366296,Underwear,Guy Laroche,PDM004,Offline
PDM0017078,4/27/2024,2024,4,1,1098889,Bra,Guy Laroche,PDM004,Offline
PDM0017078,4/27/2024,2024,4,1,1064815,Bra,ELLE,PDM004,Offline
PDM0016884,4/28/2024,2024,4,1,306945,Underwear,ELLE,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,1031020,Bra,Guy Laroche,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,881481,Bra,ELLE,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,991667,Bra,ELLE,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,944444,Bra,ELLE,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,1109722,Bra,Guy Laroche,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,306944,Underwear,ELLE,PDM001,Offline
PDM0016884,4/28/2024,2024,4,1,306944,Underwear,ELLE,PDM001,Offline
PDM0017084,4/28/2024,2024,4,1,2208333,Sleepwear,Guy Laroche,PDM001,Offline
PDM0017084,4/28/2024,2024,4,1,2241667,Sleepwear,Guy Laroche,PDM001,Offline
,4/28/2024,2024,4,2,759259,Underwear,ELLE,PDM001,Offline
PDM0002061,4/28/2024,2024,4,1,341666,Underwear,ELLE,PDM002,Offline
PDM0002061,4/28/2024,2024,4,1,341667,Underwear,ELLE,PDM002,Offline
PDM0002061,4/28/2024,2024,4,1,325000,Underwear,ELLE,PDM002,Offline
PDM0006462,4/28/2024,2024,4,1,338425,Underwear,Guy Laroche,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,338426,Underwear,Guy Laroche,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,1062500,Bra,AnneBra,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,338426,Underwear,Guy Laroche,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,1031019,Bra,Guy Laroche,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,1062500,Bra,AnneBra,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,1062500,Bra,AnneBra,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,338426,Underwear,Guy Laroche,PDM003,Offline
PDM0006462,4/28/2024,2024,4,1,786250,Underwear,ELLE,PDM003,Offline
PDM0017081,4/28/2024,2024,4,1,2164352,Sleepwear,Guy Laroche,PDM003,Offline
PDM0017081,4/28/2024,2024,4,1,2046296,Sleepwear,Guy Laroche,PDM003,Offline
PDM0017081,4/28/2024,2024,4,1,2117130,Sleepwear,Guy Laroche,PDM003,Offline
PDM0006345,4/28/2024,2024,4,1,933333,Bra,ELLE,PDM003,Offline
PDM0017083,4/28/2024,2024,4,1,1158518,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0017083,4/28/2024,2024,4,1,1158519,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0010923,4/28/2024,2024,4,1,1000000,Bra,ELLE,PDM006,Online
PDM0010923,4/28/2024,2024,4,1,1016667,Bra,ELLE,PDM006,Online
PDM0017085,4/28/2024,2024,4,1,954075,Bra,ELLE,PDM006,Online
PDM0017085,4/28/2024,2024,4,1,1201111,Bra,Guy Laroche,PDM006,Online
PDM0017085,4/28/2024,2024,4,1,315185,Underwear,ELLE,PDM006,Online
PDM0017085,4/28/2024,2024,4,1,332222,Underwear,ELLE,PDM006,Online
PDM0017085,4/28/2024,2024,4,1,332222,Underwear,ELLE,PDM006,Online
PDM0017086,4/28/2024,2024,4,1,985185,Bra,ELLE,PDM006,Online
PDM0017086,4/28/2024,2024,4,1,985185,Bra,ELLE,PDM006,Online
PDM0017087,4/28/2024,2024,4,1,1252222,Bra,ELLE,PDM006,Online
PDM0017087,4/28/2024,2024,4,1,954074,Bra,ELLE,PDM006,Online
PDM0017088,4/28/2024,2024,4,1,341667,Underwear,ELLE,PDM008,Offline
PDM0017088,4/28/2024,2024,4,1,408333,Underwear,AnneBra,PDM008,Offline
PDM0017088,4/28/2024,2024,4,1,408333,Underwear,AnneBra,PDM008,Offline
PDM0017088,4/28/2024,2024,4,1,1225000,Bra,ELLE,PDM008,Offline
PDM0017088,4/28/2024,2024,4,1,1075000,Bra,AnneBra,PDM008,Offline
PDM0017088,4/28/2024,2024,4,1,1075000,Bra,AnneBra,PDM008,Offline
PDM0009802,4/29/2024,2024,4,1,933333,Bra,ELLE,PDM001,Offline
PDM0009802,4/29/2024,2024,4,1,1175000,Bra,Guy Laroche,PDM001,Offline
PDM0003875,4/29/2024,2024,4,1,1000000,Bra,ELLE,PDM001,Offline
PDM0003875,4/29/2024,2024,4,2,2150000,Bra,Guy Laroche,PDM001,Offline
PDM0003875,4/29/2024,2024,4,1,1225000,Bra,ELLE,PDM001,Offline
PDM0017090,4/29/2024,2024,4,1,2470370,Others,AnneBra,PDM001,Offline
,4/29/2024,2024,4,1,342593,Underwear,ELLE,PDM001,Offline
PDM0016582,4/29/2024,2024,4,1,2291666,Sleepwear,Guy Laroche,PDM001,Offline
PDM0016582,4/29/2024,2024,4,1,2291667,Sleepwear,Guy Laroche,PDM001,Offline
PDM0017089,4/29/2024,2024,4,1,2206296,Others,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,362038,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,983797,Bra,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,354167,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,944444,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,881481,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,1637037,Sleepwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,385648,Underwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,944444,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-362038,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-983797,Bra,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-354167,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-944444,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-881481,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-1637037,Sleepwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-385648,Underwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,-1,-944444,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,362038,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,983797,Bra,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,354167,Underwear,Guy Laroche,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,944444,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,881481,Bra,ELLE,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,1637037,Sleepwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,385648,Underwear,AnneBra,PDM002,Offline
PDM0017091,4/29/2024,2024,4,1,944444,Bra,ELLE,PDM002,Offline
PDM0004849,4/29/2024,2024,4,1,950000,Bra,Guy Laroche,PDM003,Offline
PDM0004849,4/29/2024,2024,4,1,950000,Bra,Guy Laroche,PDM003,Offline
,4/29/2024,2024,4,1,1055556,Bra,Guy Laroche,PDM003,Offline
,4/29/2024,2024,4,1,361111,Underwear,ELLE,PDM003,Offline
,4/29/2024,2024,4,1,361111,Underwear,ELLE,PDM003,Offline
,4/29/2024,2024,4,1,1037037,Bra,ELLE,PDM003,Offline
PDM0003066,4/29/2024,2024,4,1,1000000,Bra,ELLE,PDM003,Offline
PDM0003066,4/29/2024,2024,4,1,1000000,Bra,ELLE,PDM003,Offline
PDM0003066,4/29/2024,2024,4,1,933333,Bra,ELLE,PDM003,Offline
PDM0000176,4/29/2024,2024,4,1,1016667,Bra,ELLE,PDM006,Online
PDM0000176,4/29/2024,2024,4,1,1016667,Bra,ELLE,PDM006,Online
PDM0000176,4/29/2024,2024,4,1,308333,Underwear,ELLE,PDM006,Online
PDM0000176,4/29/2024,2024,4,1,325000,Underwear,ELLE,PDM006,Online
PDM0017092,4/29/2024,2024,4,1,985185,Bra,ELLE,PDM006,Online
PDM0017092,4/29/2024,2024,4,1,985185,Bra,ELLE,PDM006,Online
PDM0017094,4/29/2024,2024,4,1,343055,Underwear,ELLE,PDM006,Online
PDM0017094,4/29/2024,2024,4,1,343056,Underwear,ELLE,PDM006,Online
PDM0017094,4/29/2024,2024,4,1,343056,Underwear,ELLE,PDM006,Online
PDM0002739,4/29/2024,2024,4,1,1037037,Bra,ELLE,PDM008,Offline
PDM0013381,4/29/2024,2024,4,1,362037,Underwear,Guy Laroche,PDM008,Offline
PDM0013381,4/29/2024,2024,4,1,983796,Bra,Guy Laroche,PDM008,Offline
PDM0004411,4/29/2024,2024,4,1,2342593,Sleepwear,Guy Laroche,PDM008,Offline
,4/30/2024,2024,4,1,1037037,Bra,ELLE,PDM001,Offline
PDM0000102,4/30/2024,2024,4,1,1073148,Bra,ELLE,PDM001,Offline
PDM0003295,4/30/2024,2024,4,1,2116667,Others,AnneBra,PDM001,Offline
,4/30/2024,2024,4,1,1037037,Bra,ELLE,PDM001,Offline
,4/30/2024,2024,4,1,361111,Underwear,ELLE,PDM001,Offline
,4/30/2024,2024,4,1,361111,Underwear,ELLE,PDM001,Offline
,4/30/2024,2024,4,1,1055556,Bra,Guy Laroche,PDM001,Offline
PDM0012475,4/30/2024,2024,4,1,1201112,Bra,Guy Laroche,PDM001,Offline
PDM0012475,4/30/2024,2024,4,1,417407,Underwear,Guy Laroche,PDM001,Offline
PDM0012475,4/30/2024,2024,4,1,332222,Underwear,ELLE,PDM001,Offline
PDM0012475,4/30/2024,2024,4,1,349259,Underwear,ELLE,PDM001,Offline
PDM0005249,4/30/2024,2024,4,1,950000,Bra,Guy Laroche,PDM001,Offline
PDM0005249,4/30/2024,2024,4,1,1041667,Bra,Guy Laroche,PDM001,Offline
PDM0002595,4/30/2024,2024,4,1,1000000,Bra,ELLE,PDM001,Offline
PDM0007550,4/30/2024,2024,4,1,1099537,Bra,ELLE,PDM001,Offline
PDM0006755,4/30/2024,2024,4,1,954075,Bra,ELLE,PDM001,Offline
PDM0006755,4/30/2024,2024,4,1,1039259,Bra,ELLE,PDM001,Offline
PDM0006755,4/30/2024,2024,4,1,315185,Underwear,ELLE,PDM001,Offline
PDM0017095,4/30/2024,2024,4,1,971111,Bra,Guy Laroche,PDM002,Offline
PDM0017095,4/30/2024,2024,4,1,1201111,Bra,Guy Laroche,PDM002,Offline
PDM0017095,4/30/2024,2024,4,1,391852,Underwear,Guy Laroche,PDM002,Offline
PDM0014570,4/30/2024,2024,4,1,1158518,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0014570,4/30/2024,2024,4,1,1158519,Shapewear,Naomi&Nicole,PDM003,Offline
,4/30/2024,2024,4,1,1111111,Bra,ELLE,PDM003,Offline
,4/30/2024,2024,4,1,1166667,Bra,ELLE,PDM003,Offline
PDM0017096,4/30/2024,2024,4,1,332223,Underwear,ELLE,PDM003,Offline
PDM0017096,4/30/2024,2024,4,1,332222,Underwear,ELLE,PDM003,Offline
PDM0017096,4/30/2024,2024,4,1,332222,Underwear,ELLE,PDM003,Offline
PDM0017096,4/30/2024,2024,4,1,1252222,Bra,ELLE,PDM003,Offline
PDM0017096,4/30/2024,2024,4,1,1201111,Bra,ELLE,PDM003,Offline
PDM0016431,4/30/2024,2024,4,1,2291667,Sleepwear,Guy Laroche,PDM003,Offline
PDM0016431,4/30/2024,2024,4,1,184259,Underwear,ELLE,PDM003,Offline
PDM0016431,4/30/2024,2024,4,1,184259,Underwear,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,1000000,Bra,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,1041667,Bra,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,1175000,Bra,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
PDM0017097,4/30/2024,2024,4,1,325000,Underwear,ELLE,PDM003,Offline
,4/30/2024,2024,4,1,1000000,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0009113,4/30/2024,2024,4,1,1831481,Shapewear,Miraclesuit,PDM003,Offline
PDM0009113,4/30/2024,2024,4,1,1158519,Shapewear,Naomi&Nicole,PDM003,Offline
,4/30/2024,2024,4,1,1351852,Shapewear,Miraclesuit,PDM003,Offline
PDM0017103,4/30/2024,2024,4,1,740741,Shapewear,ELLE,PDM003,Offline
PDM0017099,4/30/2024,2024,4,1,1208333,Sleepwear,ELLE,PDM004,Offline
PDM0017099,4/30/2024,2024,4,1,2491667,Others,AnneBra,PDM004,Offline
PDM0017099,4/30/2024,2024,4,1,1158333,Sleepwear,ELLE,PDM004,Offline
PDM0017101,4/30/2024,2024,4,1,944445,Bra,ELLE,PDM006,Online
PDM0017101,4/30/2024,2024,4,1,361111,Underwear,ELLE,PDM006,Online
PDM0017094,4/30/2024,2024,4,1,343055,Underwear,ELLE,PDM006,Online
PDM0017094,4/30/2024,2024,4,1,343056,Underwear,ELLE,PDM006,Online
PDM0017094,4/30/2024,2024,4,1,343056,Underwear,ELLE,PDM006,Online
PDM0017105,4/30/2024,2024,4,1,1037037,Bra,ELLE,PDM006,Online
PDM0011790,4/30/2024,2024,4,1,1050000,Bra,ELLE,PDM006,Online
PDM0011790,4/30/2024,2024,4,1,1050000,Bra,ELLE,PDM006,Online
,4/30/2024,2024,4,1,1083333,Bra,ELLE,PDM007,Online
,4/30/2024,2024,4,2,833333,Underwear,AnneBra,PDM007,Online
,4/30/2024,2024,4,1,1324074,Bra,ELLE,PDM007,Online
,4/30/2024,2024,4,1,1111111,Bra,ELLE,PDM007,Online
,4/30/2024,2024,4,1,1000000,Bra,ELLE,PDM007,Online
PDM0017100,4/30/2024,2024,4,1,1022222,Bra,ELLE,PDM008,Offline
PDM0017100,4/30/2024,2024,4,1,1022222,Bra,ELLE,PDM008,Offline
PDM0017100,4/30/2024,2024,4,1,851000,Underwear,ELLE,PDM008,Offline
PDM0005058,4/30/2024,2024,4,1,1201111,Bra,Guy Laroche,PDM008,Offline
PDM0005058,4/30/2024,2024,4,1,1022222,Bra,ELLE,PDM008,Offline
PDM0017109,5/1/2024,2024,5,1,985185,Bra,ELLE,PDM001,Offline
PDM0017109,5/1/2024,2024,5,1,360648,Underwear,ELLE,PDM001,Offline
PDM0007550,5/1/2024,2024,5,-1,-1099537,Bra,ELLE,PDM001,Offline
PDM0007550,5/1/2024,2024,5,1,1212963,Bra,Guy Laroche,PDM001,Offline
PDM0017110,5/1/2024,2024,5,1,1000000,Bra,ELLE,PDM001,Offline
PDM0017110,5/1/2024,2024,5,1,933333,Bra,ELLE,PDM001,Offline
PDM0017110,5/1/2024,2024,5,1,325000,Underwear,ELLE,PDM001,Offline
PDM0017110,5/1/2024,2024,5,1,2041667,Others,AnneBra,PDM001,Offline
PDM0017110,5/1/2024,2024,5,1,1000000,Bra,ELLE,PDM001,Offline
PDM0015827,5/1/2024,2024,5,1,985185,Bra,ELLE,PDM001,Offline
PDM0017106,5/1/2024,2024,5,1,1201112,Bra,Guy Laroche,PDM002,Offline
PDM0017106,5/1/2024,2024,5,1,1201111,Bra,Guy Laroche,PDM002,Offline
PDM0017106,5/1/2024,2024,5,1,332222,Underwear,ELLE,PDM002,Offline
PDM0017106,5/1/2024,2024,5,1,332222,Underwear,ELLE,PDM002,Offline
PDM0017108,5/1/2024,2024,5,1,2342593,Sleepwear,Guy Laroche,PDM002,Offline
PDM0017107,5/1/2024,2024,5,1,1692129,Shapewear,Miraclesuit,PDM003,Offline
PDM0017107,5/1/2024,2024,5,1,1692130,Shapewear,Miraclesuit,PDM003,Offline
PDM0017107,5/1/2024,2024,5,1,1290741,Shapewear,Miraclesuit,PDM003,Offline
PDM0017107,5/1/2024,2024,5,1,1290741,Shapewear,Miraclesuit,PDM003,Offline
,5/1/2024,2024,5,1,1166667,Bra,ELLE,PDM003,Offline
PDM0017111,5/1/2024,2024,5,1,184259,Underwear,ELLE,PDM003,Offline
,5/1/2024,2024,5,1,1212963,Bra,Guy Laroche,PDM003,Offline
PDM0010838,5/1/2024,2024,5,1,369445,Bra,ELLE,PDM003,Offline
PDM0010838,5/1/2024,2024,5,1,369445,Bra,ELLE,PDM003,Offline
PDM0010838,5/1/2024,2024,5,1,369444,Bra,ELLE,PDM003,Offline
PDM0010838,5/1/2024,2024,5,1,950000,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0010838,5/1/2024,2024,5,1,184259,Underwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,1240277,Bra,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,972222,Sleepwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,939815,Sleepwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,2,1879630,Sleepwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,900926,Sleepwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,900926,Sleepwear,ELLE,PDM003,Offline
PDM0017112,5/1/2024,2024,5,1,900926,Sleepwear,ELLE,PDM003,Offline
,5/1/2024,2024,5,1,731482,Others,AnneBra,PDM003,Offline
,5/1/2024,2024,5,1,1194444,Bra,AnneBra,PDM004,Offline
,5/1/2024,2024,5,1,2666667,Others,AnneBra,PDM004,Offline
,5/1/2024,2024,5,1,342593,Underwear,ELLE,PDM004,Offline
,5/1/2024,2024,5,1,1305556,Bra,ELLE,PDM004,Offline
,5/1/2024,2024,5,1,1157407,Bra,ELLE,PDM004,Offline
PDM0010528,5/1/2024,2024,5,1,325000,Underwear,ELLE,PDM008,Offline
PDM0010528,5/1/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM008,Offline
PDM0010528,5/1/2024,2024,5,1,325000,Underwear,ELLE,PDM008,Offline
PDM0010528,5/1/2024,2024,5,1,1225000,Bra,ELLE,PDM008,Offline
PDM0010528,5/1/2024,2024,5,1,325000,Underwear,ELLE,PDM008,Offline
PDM0010528,5/1/2024,2024,5,1,325000,Underwear,ELLE,PDM008,Offline
PDM0004133,5/2/2024,2024,5,1,1000000,Bra,ELLE,PDM001,Offline
PDM0004133,5/2/2024,2024,5,1,2241667,Sleepwear,Guy Laroche,PDM001,Offline
PDM0004133,5/2/2024,2024,5,1,325000,Underwear,ELLE,PDM001,Offline
PDM0004133,5/2/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0004133,5/2/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM001,Offline
PDM0017113,5/2/2024,2024,5,1,1486574,Shapewear,Naomi&Nicole,PDM001,Offline
PDM0017116,5/2/2024,2024,5,1,2214815,Sleepwear,Guy Laroche,PDM001,Offline
PDM0017116,5/2/2024,2024,5,1,954074,Bra,ELLE,PDM001,Offline
PDM0017119,5/2/2024,2024,5,1,1039260,Bra,ELLE,PDM001,Offline
PDM0017119,5/2/2024,2024,5,1,332222,Underwear,ELLE,PDM001,Offline
PDM0017119,5/2/2024,2024,5,1,1073333,Bra,ELLE,PDM001,Offline
PDM0017119,5/2/2024,2024,5,1,349259,Underwear,ELLE,PDM001,Offline
PDM0014332,5/2/2024,2024,5,1,1397037,Shapewear,Miraclesuit,PDM003,Offline
PDM0014332,5/2/2024,2024,5,1,1243704,Shapewear,Miraclesuit,PDM003,Offline
,5/2/2024,2024,5,1,1564815,Shapewear,Naomi&Nicole,PDM003,Offline
,5/2/2024,2024,5,1,1259259,Shapewear,Naomi&Nicole,PDM003,Offline
PDM0017115,5/2/2024,2024,5,1,1016666,Bra,ELLE,PDM003,Offline
PDM0017115,5/2/2024,2024,5,1,325000,Underwear,ELLE,PDM003,Offline
PDM0017115,5/2/2024,2024,5,1,2116667,Others,AnneBra,PDM003,Offline
PDM0017115,5/2/2024,2024,5,1,865741,Sleepwear,AnneBra,PDM003,Offline
PDM0017117,5/2/2024,2024,5,1,1201111,Bra,ELLE,PDM003,Offline
PDM0017117,5/2/2024,2024,5,1,1201111,Bra,ELLE,PDM003,Offline
PDM0017118,5/2/2024,2024,5,1,1269260,Shapewear,Miraclesuit,PDM003,Offline
PDM0017118,5/2/2024,2024,5,1,1269259,Shapewear,Miraclesuit,PDM003,Offline
,5/2/2024,2024,5,1,416666,Underwear,Guy Laroche,PDM004,Offline
,5/2/2024,2024,5,1,1055556,Bra,Guy Laroche,PDM004,Offline
,5/2/2024,2024,5,1,1037037,Bra,ELLE,PDM004,Offline
PDM0017114,5/2/2024,2024,5,1,1108333,Bra,ELLE,PDM004,Offline
PDM0017076,5/2/2024,2024,5,1,1310648,Shapewear,Miraclesuit,PDM006,Online
PDM0002415,5/2/2024,2024,5,1,369445,Bra,ELLE,PDM006,Online
PDM0002415,5/2/2024,2024,5,1,184259,Underwear,ELLE,PDM006,Online
PDM0012900,5/2/2024,2024,5,1,933333,Bra,ELLE,PDM006,Online
PDM0017120,5/2/2024,2024,5,1,1111111,Bra,ELLE,PDM006,Online
PDM0017120,5/2/2024,2024,5,1,268519,Underwear,ELLE,PDM006,Online
,5/2/2024,2024,5,1,1194444,Bra,Guy Laroche,PDM007,Online
,5/2/2024,2024,5,1,1009259,Bra,ELLE,PDM007,Online
PDM0002257,5/2/2024,2024,5,1,897222,Bra,Guy Laroche,PDM008,Offline
PDM0002257,5/2/2024,2024,5,1,897222,Bra,Guy Laroche,PDM008,Offline
PDM0002257,5/2/2024,2024,5,1,2274537,Sleepwear,Guy Laroche,PDM008,Offline
PDM0002257,5/2/2024,2024,5,1,2274537,Sleepwear,Guy Laroche,PDM008,Offline
PDM0002257,5/2/2024,2024,5,1,338426,Underwear,Guy Laroche,PDM008,Offline
PDM0002936,5/3/2024,2024,5,1,2416667,Others,AnneBra,PDM001,Offline
PDM0017121,5/3/2024,2024,5,1,2257408,Sleepwear,Guy Laroche,PDM001,Offline
PDM0017121,5/3/2024,2024,5,1,383333,Underwear,Guy Laroche,PDM001,Offline
PDM0017121,5/3/2024,2024,5,1,1073333,Bra,ELLE,PDM001,Offline
PDM0014588,5/3/2024,2024,5,1,1055556,Bra,ELLE,PDM001,Offline
,5/3/2024,2024,5,1,379630,Underwear,ELLE,PDM002,Offline
PDM0017123,5/3/2024,2024,5,1,1277778,Sleepwear,ELLE,PDM002,Offline
PDM0017123,5/3/2024,2024,5,1,1695185,Sleepwear,AnneBra,PDM002,Offline
PDM0009137,5/3/2024,2024,5,1,888889,Bra,ELLE,PDM003,Offline
PDM0009137,5/3/2024,2024,5,1,2164352,Sleepwear,Guy Laroche,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,325001,Underwear,ELLE,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,325000,Underwear,ELLE,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,933333,Bra,ELLE,PDM003,Offline
PDM0011927,5/3/2024,2024,5,1,933333,Bra,ELLE,PDM003,Offline
,5/3/2024,2024,5,1,361111,Underwear,ELLE,PDM004,Offline
,5/3/2024,2024,5,1,1000000,Bra,ELLE,PDM004,Offline
PDM0001319,5/3/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM004,Offline
PDM0001319,5/3/2024,2024,5,1,375000,Underwear,Guy Laroche,PDM004,Offline
PDM0017122,5/3/2024,2024,5,1,925926,Bra,ELLE,PDM004,Offline
PDM0017122,5/3/2024,2024,5,1,325463,Underwear,ELLE,PDM004,Offline
PDM0017122,5/3/2024,2024,5,1,1222685,Sleepwear,ELLE,PDM004,Offline
PDM0017078,5/3/2024,2024,5,1,360648,Underwear,ELLE,PDM004,Offline
PDM0017078,5/3/2024,2024,5,1,1055556,Bra,ELLE,PDM004,Offline
PDM0013465,5/3/2024,2024,5,2,1866667,Bra,ELLE,PDM006,Online
